137.7185 34.8592 WI TAKISA HHZ 0.15
133.5283 34.6756 WI N.BSEH HHZ 0.285
135.5897 34.2223 WI KOUYA HHZ 0.795
132.9152 35.2599 WI DP.ST08 HHZ 0.161
137.9268 35.2986 WI N.MSNH HHZ 0.327
137.6661 36.5671 WI E.KYJ HHZ 1.39
135.0268 35.6814 WI N.AMNH HHZ -0.147
132.5268 34.1428 WI KURAHA HHZ 0.06
134.1563 33.2855 WI GS.MUR2 HHZ -0.136
133.4861 33.5471 WI KC.AKR HHZ -0.03
135.7488 35.2598 WI DP.BWB3 HHZ 0.482
133.1818 35.2167 WI DP.ST31 HHZ 0.563
135.5547 34.944 WI DP.KK33 HHZ 0.283
135.3148 34.102 WI E.OIC HHZ 0.77
134.8621 35.4574 WI N.IZSH HHZ -0.087
132.5308 35.0918 WI N.OOCH HHZ 0.14
132.3069 35.0087 WI N.GOTH HHZ -0.001
135.76282 35.06265 WI DP.KGM HHZ 0.18
133.576 33.7543 WI N.MTYH HHZ 0.096
137.5798 35.8811 WI DP.OT82 HHZ 1.472
137.8591 36.2541 WI N.MSTH HHZ 0.417
137.0568 34.9319 WI N.ANJH HHZ -1.045
132.5055 33.427 WI N.UWAH HHZ 0.098
132.631 35.1714 WI DP.ST49 HHZ 0.389
135.748 34.5755 WI GS.KRY HHZ -0.465
137.2065 36.3939 WI DP.HORA HHZ 0.62
135.762 33.8261 WI E.HGU HHZ 0.185
137.4058 35.2608 WI N.KSHH HHZ 0.343
135.2496 35.7101 WI N.INEH HHZ -0.173
133.0856 35.2235 WI N.NITH HHZ 0.239
132.3072 33.4719 WI N.IKTH HHZ -0.146
133.2604 35.2963 WI N.HKTH HHZ 0.069
133.1697 35.4887 WI DP.ST50 HHZ 0.003
133.3952 35.2623 WI DP.ST15 HHZ 0.244
136.3599 35.2383 WI N.TAGH HHZ 0.51
135.8619 35.3317 WI DP.KK17 HHZ 0.325
134.80685 34.87842 WI DP.FBK HHZ 0.09
133.3493 34.3785 WI N.NMKH HHZ -0.175
135.8797 35.162 WI DP.BWD2 HHZ 0.192
133.0462 33.7822 WI TANBAR HHZ 0.41
134.9498 34.2678 WI E.OZK HHZ 0.112
137.6018 35.825 WI NU.MKO1 HHZ 0.885
131.8551 33.232 WI KU.SGS HHZ 0.1
131.6329 34.4837 WI N.MTMH HHZ 0.165
137.4039 35.2194 WI N.ASHH HHZ 0.42
133.3682 35.2369 WI DP.ST17 HHZ 0.548
131.7482 33.069 WI USUKI HHZ 0.14
134.1405 33.3897 WI KIRAGA HHZ 0.2
137.9039 36.8089 WI N.OTNH HHZ 0.538
134.3031 33.7899 WI DP.KMN HHZ 0.28
133.1517 34.6443 WI JOUGE HHZ 0.47
137.9181 35.2233 WI N.MS2H HHZ 0.436
131.0506 34.1149 WI N.KIKH HHZ -0.17
135.8469 34.9691 WI DP.KK28 HHZ 0.363
135.0844 34.9082 WI N.TJOH HHZ 0.04
137.1595 36.5711 WI N.YTOH HHZ -0.092
135.4223 34.9158 WI DP.BWC8 HHZ 0.148
131.9267 34.5345 WI HIKIMI HHZ 0.35
137.4653 35.6553 WI NU.TKC2 HHZ 0.645
137.2352 36.5161 WI DP.NRJ HHZ 0.22
136.0407 35.0583 WI DP.BWE9 HHZ 0.162
131.3774 34.3979 WI N.HGIH HHZ -0.097
137.3187 35.6401 WI N.HSKH HHZ 0.222
137.2535 35.2688 WI OBARA HHZ 0.6
137.3021 35.7306 WI N.GERH HHZ 0.62
133.8172 35.3815 WI KURAYO HHZ 0.174
131.8925 34.3904 WI N.MICH HHZ 0.148
133.0031 35.0423 WI DP.ST33 HHZ 0.537
135.5183 35.0117 WI DP.KK31 HHZ 0.176
133.1137 35.0018 WI SAIJYO HHZ 0.47
135.8942 35.3734 WI DP.BWB1 HHZ 0.223
133.768 33.7956 WI KC.AOU HHZ 0.47
132.1611 34.3935 WI N.SKIH HHZ 0.25
